blogpost_id,blog_name,title,date,blogger,categories,post,html,post_length,post_toxicity,num_outlinks,num_inlinks,comments,num_comments,comments_url,comments_toxicity,permalink,blogsite_id,tags,location,sentiment,language,influence_score,blogsite_url,blog_domain_url,exercise
16,The Buffalo Chronicle ,Corruption scandal prompts calls on Trudeau to resign,2/12/19 0:00,The Buffalo Chronicle ,,"Justin Trudeau with his Principle Secretary Gerald Butts. Conversations between Butts and the former Attorney General regarding a government contractor are said to be the subject of audio recordings.




Prime Minister Justin Trudeau has become embroiled in scandalous allegations of public misconduct that threaten his ability to retain power over Canada’s Liberal Party government ahead of elections scheduled for later this year.

Trudeau is alleged to have pressured former Attorney General Jody Wilson-Raybould to intervene in the prosecution of the Montreal-based engineering giant SNC-Lavalin, a large government contractor that is one of the Liberal Party’s largest corporate donors. She was removed from that office less than three months after refusing to intervene in that prosecution.

The firm SNC-Lavalin was charged with money laundering, bribery, and fraud in connection with $48 million in payments to officials in Libya under Moammar Gadhafi. If convicted, the firm would be blocked from federal contracting opportunities for a decade.

Trudeau has denied improprieties but has refused to allow Wilson-Raybould, who is bound by attorney-client privilege, to speak publicly about her interactions with the Prime Minister’s Office and Trudeau’s Principle Secretary Gerald Butts, widely regarded as Trudeau’s heavy-handed political enforcer.


Wilson-Raybould is seen as the “heir apparent” Leader of the Liberal Party, in the increasingly likely event that Trudeau is forced to step aside. She represents an influential riding in the heart of Vancouver.

SNC-Lavalin had been aggressively lobbying key government officials to create a legal mechanism through which the firm could avoid criminal prosecution in exchange for a negotiated deal with prosecutors to take remedial actions, including forfeiting illicit profits and installing a new governing board. That legal mechanism was quietly inserted into the budget bill last year, giving SNC-Lavalin precisely what it had been lobbying for over the past three years.

In a conference call with investors last year, the firm’s chairman told shareholders that the firm had been lobbying for and expecting passage of the provision. The Trudeau government has touted these ‘Remedial Agreements’ as a measure that could improve compliance and corporate culture while giving prosecutors more flexibility “to secure effective, proportionate and dissuasive penalties for corporate wrongdoing.”


Gerald Butts and Justin Trudeau on the steps of the Arts Building at McGill University.

Use of such deferred prosecution agreements is at the discretion of the Director of Public Prosecutions. Last October the office informed SNC-Lavalin that no special deal was coming. Executives publicly lamented that prosecutors refused to “open negotiations” without “offering feedback”.

“Canadians owe Jody Wilson-Raybould a debt of gratitude for holding true to her principles and protecting the rule of law when her political masters implored her to abandon it,” Conservative opposition leader Andrew Scheer wrote in an open letter published in The National Post.

Scheer has called on Trudeau to waive solicitor-client privilege and wants nine key officials to testify before a Justice Committee investigation, including Butts and Trudeau’s Cheif of Staff, Katie Telford.


Andrew Scheer is vying to become Canada’s next Prime Minister.

On Monday, the Prime Minister insisted that he did not direct Wilson-Raybould to come to any particular conclusion on whether to direct the Public Prosecution Service of Canada to sign an agreement with SNC-Lavalin, but Trudeau does not deny ‘a heated debate’ inside the cabinet regarding the company.

“She confirmed for me a conversation we had this fall where I told her directly that any decisions on matters involving the director of public prosecutions were hers alone,” Trudeau said, after traveling to British Columbia to meet twice privately with Wilson-Raybould, who he demoted to Minister of Veterans Affairs late last month.

Wilson-Raybould has been tight-lipped and was absent from a press event that Trudeau had scheduled near her riding on Monday morning.

“I respect her view that, due to privilege, she can’t comment or add on matters recently before the media. I also highlight that we’re bound by cabinet confidentiality. In our system of governance, her presence in cabinet should speak for itself,” Trudeau said. “I continue to have full confidence in Jody.”

When Trudeau was asked if he would waive solicitor-client privilege to allow the former Attorney General to speak openly, Trudeau said he has asked current Attorney General David Lametti, the man he tapped to replace Wilson-Raybould, to provide advice on the matter.

He said solicitor-client privilege is “not a simple issue.”

By Tuesday morning, Trudeau told his cabinet ministers that Wilson-Raybould had resigned as Minister of Veterans Affairs and Associate Minister of National Defense, which she offered “with a heavy heart”.


David Lametti, the new Attorney General, represents a Montreal-based riding near SNC-Lavalin’s headquarters, where many of its 8,500 employees live and work. His appointment is widely seen as an effort by the Prime Minister to ensure that SNC-Lavalin will avoid criminal prosecution.

In addition, Ethics Commissioner Mario Dion confirmed possible violations of the Conflict of Interest Act, including contravention of Section 9, which prohibits public office holders from trying to influence decisions that could “improperly further another person’s private interests.”

In recent days, members of the Liberal Party — including staffers of the Prime Minister — have been privately disparaging Wilson-Raybould to press outlets. Officials have offered quotes without attribution to major press outlets that accuse the Attorney General of being “difficult to work with” and “hard to trust” noting that she had four chiefs of staff in as many years, and attended merely one indigenous caucus meeting.

The view of her from outside the government is far more flattering — well known in Vancouver as exceptionally smart and exceptionally driven. Her father is a well known Kwakwaka’wakw Chief who helped get Indigenous title to land and treaty rights enshrined in the Constitution Act of 1982.

Chief Bill Wilson, once told Pierre Trudeau, father of Justin, that his daughters were going to be prime ministers one day.

Wilson-Raybould leaves a significant legacy as Justice Minister and Attorney General, having spearheaded historic changes in federal law, including physician-assisted suicide and recreational marijuana. She is a former Crown prosecutor.


It’s unclear if the Prime Minister’s Chief of Staff Katie Telford will be testifying before the House of Commons. She is thought by the opposition to be a central witness to the Office’s dealings with SNC-Lavalin and the Justice Ministry.","<div class=""entry-content clearfix"">
<figure class=""entry-thumbnail"">
<img title=""liberal-leadership-20130216-e1521826569442"" alt="""" src=""https://i0.wp.com/buffalochronicle.com/wp-content/uploads/2019/02/liberal-leadership-20130216-e1521826569442.jpg?resize=678%2C381&amp;ssl=1"">
<figcaption class=""wp-caption-text"">Justin Trudeau with his Principle Secretary Gerald Butts.  Conversations between Butts and the former Attorney General regarding a government contractor are said to be the subject of audio recordings.</figcaption>
</figure>
<div class=""mh-social-top"">
<div class=""mh-share-buttons clearfix"">
	<a title=""Share on Facebook"" class=""mh-facebook"" onclick=""window.open('https://www.facebook.com/sharer.php?u=https%3A%2F%2Fbuffalochronicle.com%2F2019%2F02%2F12%2Fcorruption-scandal-prompts-calls-on-trudeau-to-resign%2F&amp;t=Corruption+scandal+prompts+calls+on+Trudeau+to+resign', 'facebookShare', 'width=626,height=436'); return false;"" href=""#"">
		<span class=""mh-share-button""><i class=""fa fa-facebook""></i></span>
	</a>
	<a title=""",6899,0.120368,3,0,"Darlene says: 

February 12, 2019 at 2:29 pm


It appears she has integrity. Perhaps her Dad was correct and she will be Prime Minister one day. It’s tough to stand alone when you’re right!


Loading...



Reply



Anonymous says: 

February 12, 2019 at 5:25 pm


Its going to be a very long time before we allow a liberal to be prime minister again.


Loading...



Reply



Krystyna says: 

February 12, 2019 at 9:52 pm


Absolutely agree, I am convinced that in any foreseeable future liberals will be governing in Ontario or on the federal level.


Loading...



Reply





tommy hawk says: 

February 26, 2019 at 7:11 pm


He has neither the balls nor the integrity to resign — and, being a clown, cannot believe the ‘audience’ does not like his act.


Loading...



Reply




Dar Thtopuck says: 

October 19, 2019 at 8:13 pm


The Buffalo chronicle is a lying SACK OF Buffalo Chips. Oh did I say BUSS SHIT!


Loading...



Reply





Bruce Posch says: 

February 13, 2019 at 1:47 pm


This was a very good article, but the writer said “Trudeau asked for Wilson-Raybould’s resignation Tuesday morning”.
This was the first I had heard of that and was just wanting to check if it is correct? The MSM in Canada is making Jody out as a hero for resigning her cabinet post.


Loading...



Reply



Gerry Mainville says: 

February 15, 2019 at 5:03 pm


I don’t see anywhere in this article that she was asked to resign. It says that he announced on Tuesday that she had resigned with a heavy heart.


Loading...



Reply





Ian says: 

February 14, 2019 at 3:44 am


There is a glaring hipocracy when considering PM statements on the Lady Meng – Huawei extradition case. Here in Asia opinions are unforgiving: formerly nicknamed “Xiǎo tǔdòu” (small potato), we now hear “Trump lap dog” and a new media label which (modestly) translates to “small-cat paw”.


Loading...



Reply




mikey37589 says: 

February 14, 2019 at 7:45 pm


Please Turdeau just walk away for good, you suck, your the worst mistake Canada ever did and your father was the second, some family tree.


Loading...



Reply




george carere says: 

May 27, 2019 at 3:23 pm


the rain washes away the mud early in the game here


Loading...



Reply",10,,0.709304,https://buffalochronicle.com/2019/02/12/corruption-scandal-prompts-calls-on-trudeau-to-resign/,954,,US,0.033137,en,17.1,https://buffalochronicle.com/,,
17,The Buffalo Chronicle ,"With Liberals in crisis mode, NDP wants Wilson-Raybould as Leader",2/15/19 0:00,The Buffalo Chronicle ,,"Political staffers at the New Democratic Party (NDP) are telling Toronto-area political operatives that the opposition party is willing to install Jody Wilson-Raybould as its Leader. Toronto area politicians have been engaging in private discussions with Jagmeet Singh, the current NDP Leader, to secure his endorsement.

Wilson-Raybould has not been formally asked to join the party, but senior party figures are eagerly lobbying for the arrangement behind the scenes.

The Liberal Party was in crisis mode before the explosive allegations that Justin Trudeau removed the former Attorney General shortly after she refused to intervene in the prosecution of one of the party’s largest contributors. The scandal has engulfed his government, prompting an ethics inquiry and a Justice Committee investigation that threaten Trudeau’s ability to retain control of the Liberal Party.

The Liberal Party brand has been badly damaged under Trudeau, largely stemming from federal policies that are perceived to be hostile to middle-class Canadians. Many activists and partisans, already spooked by last year’s Provincial losses in Ontario, have begun calling for his resignation. Elections are scheduled for October 21st of this year, and diming electoral prospects are likely to intensify those calls.

Cabinet ministers have been privately discussing the possibility of holding a confidence vote that would be likely to affirm Trudeau’s leadership of the party. Finance Minister Bill Morneau supports the idea and believes that affirmation is needed to stabilize the party. Others, like Chrystia Freeland andJane Philpott, fear that a no-confidence motion would make for a humiliating blow to the Trudeau government, even if he wins it narrowly.


Jody Wilson-Raybould, Jane Philpott, Seamus O’Regan, and David Lametti at the Prime Minister’s announcement of last month’s cabinet shuffle. Trudeau’s critics say that he may have fraudulently misrepresented the motivation for those reassignments to the Crown. They argue that such an offense gives the Governor-General grounds to dismiss him.","<div class=""entry-content clearfix"">
<figure class=""entry-thumbnail"">
<img title=""jody-wilson-raybould"" alt="""" src=""https://i0.wp.com/buffalochronicle.com/wp-content/uploads/2019/02/jody-wilson-raybould.jpg?resize=678%2C381&amp;ssl=1"">
</figure>
<div class=""mh-social-top"">
<div class=""mh-share-buttons clearfix"">
	<a title=""Share on Facebook"" class=""mh-facebook"" onclick=""window.open('https://www.facebook.com/sharer.php?u=https%3A%2F%2Fbuffalochronicle.com%2F2019%2F02%2F15%2Fwith-liberals-in-crisis-mode-ndp-may-select-wilson-raybould-as-leader%2F&amp;t=With+Liberals+in+crisis+mode%2C+NDP+wants+Wilson-Raybould+as+Leader', 'facebookShare', 'width=626,height=436'); return false;"" href=""#"">
		<span class=""mh-share-button""><i class=""fa fa-facebook""></i></span>
	</a>
	<a title=""",2084,0.120416,3,0,"Stuart Beardsley says: 

February 16, 2019 at 3:28 am


Coming from south of the Canadian border, in the land of fake news, this piece is full of inaccuracies and fake information. The author needs to conduct quality research before hitting the keyboard … or connect with a quality Canadian freelance journalist to compose Canadian articles.


Loading...



Reply




Anonymous says: 

February 16, 2019 at 2:12 pm


NDP will do much the same as the Liberals have… Thats why she was Liberal… Is this another split the vote scheme?


Loading...



Reply




Anonymous says: 

February 17, 2019 at 7:01 pm


JWR ran as a Liberal, like Mulcair, who turned turtle during the ’15 election, Liberals always sit on the fence, until push comes to shove, then they swing to the right under pressure, JWR is not ready for the NDP.


Loading...



Reply




Anonymous says: 

February 18, 2019 at 4:10 pm


She would be a great leader of the NDP as long as she isn’t a Globalist sellout. Go back to your roots NDP and wake up!!.


Loading...



Reply




Shawn Ferrie says: 

March 16, 2019 at 10:31 pm


She will not get my vote as a NDP


Loading...



Reply




Canadian Warriorpoet says: 

March 17, 2019 at 4:07 pm


I am not sure if JWR is the answer, but Horwath should have been replaced after the last disastrous election 4-6 years ago. At the Provincial conference, I tried my best to persuade delegates to vote for a leadership review, but they were too cowardly to do so. The most common excuses voiced were “That would require a leadership convention and might interfere with the upcoming federal election we are likely to win.” along with “I agree Andrea leaves a lot to be desired, but who will replace her?”. Personally, I f3lt any change would be for the better, but my hope was that Jagmeet Singh would take over leadership of the provincial wing.

As a result of the lack of courage on the part of delegates, Andrea was left in charge and has just blown another election. As for the federal election, I stood in the Jack Layton building and informed the pompous ass who had just admitted to the specious reason they were rejecting me as a candidate, that he was a fool and that it seemed their entire strategy for the upcoming election was based on fear of losing. I pointed out that no decision based on fear is ever a good decision, and the NDP would lose badly if they did not revise this idiotic strategy. They didn’t……..then they did lose…..badly.


Loading...



Reply",6,,0.549932,https://buffalochronicle.com/2019/02/15/with-liberals-in-crisis-mode-ndp-may-select-wilson-raybould-as-leader/,954,,US,0.03961,en,9.9,https://buffalochronicle.com/,,
18,The Buffalo Chronicle ,Scheer wants BMO and Treasury official questioned in SNC-Lavalin probe,2/19/19 0:00,The Buffalo Chronicle ,,"Former Treasury Board President Scott Brison embracing Justin Trudeau following a farewell speech delivered on February 6. Brinson abruptly resigned his cabinet post on January 10, following more than 22 years in the House of Commons, with little explanation. He was hired by BMO on February 14.




Andrew Scheer, the leader of the Conservative Party of Canada, wants former Treasury Board President Scott Brison and several executives at the Bank of Montreal’s investment banking division included in widely expected Senate investigations into SNC-Lavalin and the removal of Jody Wilson-Raybould as Attorney General.

Prime Minister Justin Trudeau has said publicly that, if Brison hadn’t resigned then he wouldn’t have removed Wilson-Raybould as leader of the Justice Ministry. That logic has confused many Canadian political observers. Why would the Treasury Board President’s resignation impact the tenure of the Justice Minister?

Sources close to the Conservative opposition leader have told The Chronicle, on the condition of anonymity, that Scheer has reason to suspect that Brison’s resignation on January 10th was part of a wider effort to shield the government and Bank of Montreal executives from wide-ranging improprieties related to the former Kinder Morgan pipeline and its subsequent acquisition.

The Bank of Montreal has been using intermediary business service providers to ‘effectively bribe’ the elected officials of Indian Act-governments in British Columbia in exchange for pipeline approvals, the longtime government relations executive alleges. That practice has been a source of outrage among indigenous people in the Province.

Worried that the practice violates the Foreign Corrupt Practices Act in the United States, (a conviction under that law would result in criminal prosecutions and trade sanctions against BMO), banking executives hurridly lobbied Finance Minister Bill Morneau in late May, and were able to quickly secure a transaction that would effectively nationalize the pipeline, while offering favorable terms of indemnification to the investors involved in the project.


Treasury Board President Scott Brison, Prime Minister Justin Trudeau, and Finance Minister Bill Morneau, were the chief architects of the government’s acquisition of Kinder Morgan’s pipeline in British Columbia. The transaction continues to raise eyebrows.

The source claims that Wilson-Raybould, who had just denied a deferred prosecution agreement to SNC-Lavalin in early-September, was similarly unwilling to offer BMO such an arrangement because the newly introduced legal mechanism did not allow for a retroactive application. Trudeau was unwilling to direct her in any official capacity, with the intention of insulating himself from political backlash.

Brison was hired by BMO by February 14th, as Vice Chairman of the firm’s investment and corporate banking business — just weeks after his abrupt resignation. Scheer is said to have evidence that Brison was offered that position privately prior to leaving the Trudeau government — and that Gerald Butts, the PM’s recently resigned Principle Secretary, was involved in arranging for the position in the firm’s Toronto office.

As President of the Treasury Board, Brison acted as the comptroller of the federal government with oversight responsibility for government payments. Scheer does not intend to make his information public until a date closer to the federal elections, scheduled for October 21st.

The improprieties threatened to become public during the Trudeau government’s re-negotiations of the North American Free Trade Agreement, which may have undermined the political posturing of Foreign Minister Chrystia Freeland during her negotiations with US Trade Representative Robert Lighthizer.","<div class=""entry-content clearfix"">
<figure class=""entry-thumbnail"">
<img title=""brison"" alt="""" src=""https://i1.wp.com/buffalochronicle.com/wp-content/uploads/2019/02/brison.jpg?resize=678%2C381&amp;ssl=1"">
<figcaption class=""wp-caption-text"">Former Treasury Board President Scott Brison embracing Justin Trudeau following a farewell speech delivered on February 6.  Brinson abruptly resigned his cabinet post on January 10, following more than 22 years in the House of Commons, with little explanation.  He was hired by BMO on February 14. </figcaption>
</figure>
<div class=""mh-social-top"">
<div class=""mh-share-buttons clearfix"">
	<a title=""Share on Facebook"" class=""mh-facebook"" onclick=""window.open('https://www.facebook.com/sharer.php?u=https%3A%2F%2Fbuffalochronicle.com%2F2019%2F02%2F19%2Fscheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe%2F&amp;t=Scheer+wants+BMO+and+Treasury+official+questioned+in+SNC-Lavalin+probe', 'facebookShare', 'width=626,height=436'); return false;"" href=""#"">
		<span class=""mh-share-button""><i class=""fa fa-facebook""></i></span>
	</a>
	<a title=""",3778,0.0502248,3,0,"Dave A. says: 

February 20, 2019 at 2:00 am


BMO led an IPO of Bill Morneau’s Morneau Sobeco as an income trust in mid-2000s. The only equity analyst covering the company at the time was BMO’s.

According to Globe&Mail, Evan Siddall, CEO of Canada Mortgage and Housing Corporation, helped broker the pipeline deal with Kinder Morgan because (a) he is a long-time friend of Bill Morneau, (b) used to be a CEO of an Cdn oil-patch company, (c) used to work for BMO (and Goldman) as investment banker.


Loading...



Reply




Anonymous says: 

February 20, 2019 at 10:00 pm


will we ever get the truth?


Loading...



Reply



nonconfidencevote says: 

February 21, 2019 at 3:02 am


“The TRUTH! You can’t HANDLE the truth!”

If I may plagerise Jack Nicholson…… ????


Loading...



Reply




Mark R says: 

February 28, 2019 at 11:47 am


nope


Loading...



Reply




tony antonio says: 

April 17, 2019 at 9:22 am


the truth will always come out if more than one person is involved and in this case there are many crooks in the liberal party that had their fingers in the pot and they will all squeal on each other in order to save themselves


Loading...



Reply





kenek says: 

February 21, 2019 at 2:42 pm


Nobody is better at organised crime than liberals. Most criminals, deviants and parasites are liberals. Remember the Clinton Crime syndicate? As they did last election these foreigners will be actively participating in the next Canadian election on Oct.21, 2019 where the liberals will be struggling to make Canadians forget their criminal, racist, and traitorous behaviour of the past 3 1/2 years.


Loading...



Reply



landdesigner says: 

February 21, 2019 at 3:17 pm


“Kenek”‘s comment reeks of ideological/partisan conspiracy fearmongering. It appears to me that there is a lot of pragmatic governing going with the intent to protect the “economic” interests of the Canadian economy as this administration attempts to put policies in place to transition our energy sector and diversify the economy. Governing is messy business. I’d like to know what the Cons solutions to the issues facing Canadians are (other than privatizing and austerity which are not in the public interest).


Loading...



Reply



Patch says: 

February 21, 2019 at 6:04 pm


Are you for real…cons of fearmongering…don’t know what your smoking but you should quit.So your thoughts are obvious ….no energy sector…give billions away to other countries some of which have terrible human rights violations …millions to terrorists….millions to countries that support terrorists …suppression of free speach….high unemployment..all this from yours frickin truly the lieall party of Canada..


Loading...



Reply




Anonymous says: 

February 23, 2019 at 2:42 am


Gerald Butts is that you.?


Loading...



Reply




GK says: 

February 24, 2019 at 2:13 pm


They would have allowed KM to build the pipeline. Case closed.


Loading...



Reply




Crate says: 

March 17, 2019 at 8:48 am


It looks like the rot is deeper than originally thought. This is not fearmongering. This gvt puts itself and its supporters before Canadians, we just foot the bill. We aren’t talking about Conservatives here we are talking about the corrupt Libranos. They are dirty.


Loading...



Reply






Smellit says: 

February 21, 2019 at 5:49 pm


Landdesigner blurts:“It appears to me that there is a lot of pragmatic governing going with the intent to protect the “economic” interests of the Canadian economy”

How is buying a pipeline for billions, and then refusing to appeal a questionable court ruling against that pipeline, helping the Canadian economy?


Loading...



Reply



Anonymous says: 

February 22, 2019 at 10:15 pm


Since they were waiting for today’s NEB report, an appeal was unnecessary.


Loading...



Reply





Smellit says: 

February 22, 2019 at 10:45 pm


“The NEB is recommending the project be approved subject to 16 new recommendations, in addition to the 156 conditions it had proposed in its previous recommendation”. and “Natural Resources Minister Amarjeet Sohi ordered a new round of consultations with affected Indigenous groups”. then “Opposing groups, including environmentalists and some First Nations, have continued to oppose the pipeline on the grounds that it poses a threat to the West Coast and the endangered Southern Resident Killer Whale population”. The question is, how long before it is in front of the courts AGAIN?


Loading...



Reply




Matt Csorbay says: 

February 27, 2019 at 12:12 am


what is an appropriate prison sentence liberals involved ?


Loading...



Reply




Brian W. Ahern says: 

April 4, 2019 at 4:45 pm


I have just found Your paper today. I am in Canada and can see a lot of truth in what I am reading about the Liberals and Justin Trudeau. SNC~Lavalin is involved in so many large projects 52.8 Billion. I hope Your paper chases down the work that They are involved in. Thanks and stay strong to the truth.


Loading...



Reply




John Scott says: 

October 9, 2019 at 7:36 pm


Trudeau, Mr Dressup, went to India and gave India $750 million Canadian Taxpayer dollars. Trudeau returns to Canada. Two weeks after Trudeau the French President Marcon goes to India and goes home with a $600 million dollar Order for a new French reactor. Looks like Trudeau is creating jobs in France for Marcon his bromance buddy. But it may be possible that a little of that $750 million Canada gave India may go to SNC Lavalin for site engineering services for the French reactor. No One in Canada will investigate this angle.


Loading...



Reply",17,,0.445051,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,954,,US,0.029763,en,29.7,https://buffalochronicle.com/,,
